BTCUSDT +0,Ci05_2,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 13:19:04
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,BaseExitLevel,MaxHoldingBars,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
10,9,26,52,50,200,20,361,332,52.09%,2935681157,26.98%,10882.4877
END

BTCUSDT +0,Ci05,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 13:19:18
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,ExitLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
20,9,26,52,25,100,147,109,57.42%,6522067,27.62%,23.6150
20,9,26,52,25,150,145,100,59.18%,4562824,26.71%,17.0846
20,9,26,52,25,200,145,93,60.92%,5033205,22.52%,22.3484
20,9,26,52,50,100,212,137,60.74%,29103817,28.40%,102.4860
20,9,26,52,50,150,209,115,64.51%,15866158,25.88%,61.3013
20,9,26,52,50,200,208,107,66.03%,20238345,21.66%,93.4491
20,9,26,52,75,100,242,201,54.63%,17764256,36.88%,48.1700
20,9,26,52,75,150,243,152,61.52%,13817391,31.08%,44.4528
20,9,26,52,75,200,228,143,61.46%,20827886,26.03%,80.0235
20,9,26,52,100,100,231,259,47.14%,14799644,27.07%,54.6791
20,9,26,52,100,150,240,161,59.85%,15440502,23.69%,65.1748
20,9,26,52,100,200,225,144,60.98%,27512705,16.08%,171.0475
END

BTCUSDT +9,Ci0501,2h,None,None,2021-06-21,2022-06-21,Total,10,5,2025-10-13 15:01:10
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,0,100,823,580,58.66%,280259701,16.04%,1730.4727
5,9,26,52,0,150,770,397,65.98%,5854265580,13.13%,44172.5843
5,9,26,52,0,200,580,326,64.02%,194222607492,13.31%,1444912.6690
5,9,26,52,25,100,851,631,57.42%,189886482,17.11%,1099.3846
5,9,26,52,25,150,790,415,65.56%,5470233952,11.25%,48163.2716
5,9,26,52,25,200,586,323,64.47%,243425765952,13.57%,1776718.6944
5,9,26,52,50,100,893,734,54.89%,148480297,18.04%,823.2796
5,9,26,52,50,150,837,436,65.75%,7484012872,10.37%,72181.6750
5,9,26,52,50,200,589,315,65.15%,380924781170,11.65%,3270260.9120
5,9,26,52,75,100,973,843,53.58%,107920443,21.74%,493.2076
5,9,26,52,75,150,885,458,65.90%,11753887740,8.86%,131848.2188
5,9,26,52,75,200,588,308,65.62%,684541297345,10.50%,6476494.1057
5,9,26,52,100,100,919,995,48.01%,32046484,28.08%,114.1263
5,9,26,52,100,150,850,468,64.49%,6918732409,12.30%,56228.2882
5,9,26,52,100,200,563,297,65.47%,604052602796,11.85%,5098997.3642
10,9,26,52,0,100,462,282,62.10%,124787476,12.03%,1037.0127
10,9,26,52,0,150,466,235,66.48%,190295541,11.11%,1712.8516
10,9,26,52,0,200,431,213,66.93%,688348216,9.32%,7385.1355
10,9,26,52,25,100,491,348,58.52%,124784129,11.27%,1107.3073
10,9,26,52,25,150,495,280,63.87%,160935112,12.06%,1334.5731
10,9,26,52,25,200,453,240,65.37%,776740256,8.69%,8939.5877
10,9,26,52,50,100,574,421,57.69%,377787750,10.25%,3684.0976
10,9,26,52,50,150,579,312,64.98%,416934385,9.95%,4190.8361
10,9,26,52,50,200,518,242,68.16%,2386248155,9.43%,25305.2403
10,9,26,52,75,100,662,538,55.17%,448961737,14.37%,3123.5968
10,9,26,52,75,150,673,360,65.15%,979899029,12.35%,7935.8188
10,9,26,52,75,200,588,262,69.18%,6589962434,12.35%,53369.5271
10,9,26,52,100,100,665,640,50.96%,206253411,13.91%,1482.3912
10,9,26,52,100,150,676,377,64.20%,817690722,9.87%,8283.4795
10,9,26,52,100,200,589,251,70.12%,8690533987,10.44%,83204.7257
15,9,26,52,0,100,316,209,60.19%,33028209,16.83%,196.2493
15,9,26,52,0,150,326,175,65.07%,50186668,13.95%,359.6429
15,9,26,52,0,200,308,171,64.30%,105060255,13.44%,781.8376
15,9,26,52,25,100,383,271,58.56%,78336320,16.28%,481.4630
15,9,26,52,25,150,398,216,64.82%,153835349,17.67%,871.0893
15,9,26,52,25,200,380,201,65.40%,390292938,13.47%,2899.0569
15,9,26,52,50,100,467,322,59.19%,270628995,12.48%,2169.5232
15,9,26,52,50,150,484,234,67.41%,417541566,12.26%,3406.0080
15,9,26,52,50,200,449,211,68.03%,1057631413,11.01%,9609.9253
15,9,26,52,75,100,543,437,55.41%,670831072,12.75%,5259.7646
15,9,26,52,75,150,561,288,66.08%,835024384,12.73%,6561.6269
15,9,26,52,75,200,526,229,69.67%,3938521247,11.69%,33695.1268
15,9,26,52,100,100,575,572,50.13%,324957736,13.94%,2331.1340
15,9,26,52,100,150,592,309,65.70%,977609480,9.55%,10231.7520
15,9,26,52,100,200,550,222,71.24%,7859822068,11.65%,67465.6277
20,9,26,52,0,100,242,150,61.73%,10853154,9.29%,116.7839
20,9,26,52,0,150,248,137,64.42%,18049982,9.56%,188.8935
20,9,26,52,0,200,247,132,65.17%,25943433,15.07%,172.2097
20,9,26,52,25,100,316,208,60.31%,33332695,12.76%,261.2031
20,9,26,52,25,150,319,177,64.31%,50765545,14.23%,356.6334
20,9,26,52,25,200,313,170,64.80%,90645518,14.23%,636.7945
20,9,26,52,50,100,406,290,58.33%,246879306,13.18%,1873.5740
20,9,26,52,50,150,413,227,64.53%,303850919,13.74%,2211.7695
20,9,26,52,50,200,407,204,66.61%,648360227,13.18%,4920.4239
20,9,26,52,75,100,487,381,56.11%,390561504,12.61%,3098.7914
20,9,26,52,75,150,500,246,67.02%,768669097,14.15%,5433.4782
20,9,26,52,75,200,482,207,69.96%,2273154378,11.01%,20654.4960
20,9,26,52,100,100,549,526,51.07%,636832481,11.56%,5506.9105
20,9,26,52,100,150,573,260,68.79%,2523288444,10.53%,23958.9151
20,9,26,52,100,200,541,200,73.01%,11564245449,11.88%,97350.5664
END

RLCUSDT +9,Ci0501,1h,None,None,2022-07-06,2023-07-06,Total,10,5,2025-10-13 15:01:36
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
5,9,26,52,0,100,1402,1036,57.51%,57938604,9.26%,625.4448
5,9,26,52,0,150,1292,728,63.96%,1120720884,5.20%,21546.1235
5,9,26,52,0,200,1036,637,61.92%,17141273366,10.55%,162457.0026
5,9,26,52,25,100,1457,1150,55.89%,51417279,9.06%,567.5371
5,9,26,52,25,150,1351,771,63.67%,1453974797,5.75%,25307.0689
5,9,26,52,25,200,1065,658,61.81%,26024678191,9.92%,262251.0923
5,9,26,52,50,100,1541,1292,54.39%,46962627,8.11%,579.1033
5,9,26,52,50,150,1414,824,63.18%,1692354178,5.83%,29015.9420
5,9,26,52,50,200,1079,669,61.73%,37619446677,10.19%,369240.4341
5,9,26,52,75,100,1613,1547,51.04%,32285779,10.62%,304.0206
5,9,26,52,75,150,1484,901,62.22%,2151940740,11.15%,19295.4564
5,9,26,52,75,200,1087,683,61.41%,60461686400,11.17%,541511.0527
5,9,26,52,100,100,1514,1741,46.51%,10927782,16.11%,67.8240
5,9,26,52,100,150,1423,893,61.44%,1611093751,12.85%,12543.0364
5,9,26,52,100,200,1049,631,62.44%,72804213859,11.11%,655287.6659
10,9,26,52,0,100,836,560,59.89%,44075183,7.39%,596.3971
10,9,26,52,0,150,856,467,64.70%,59731315,5.73%,1041.7877
10,9,26,52,0,200,798,435,64.72%,188464631,6.64%,2839.0276
10,9,26,52,25,100,900,649,58.10%,57358997,9.42%,608.9111
10,9,26,52,25,150,916,526,63.52%,82474181,7.82%,1055.1797
10,9,26,52,25,200,836,480,63.53%,243848410,11.57%,2107.7891
10,9,26,52,50,100,1003,780,56.25%,76502415,11.82%,647.3615
10,9,26,52,50,150,1039,574,64.41%,157236073,8.85%,1775.9814
10,9,26,52,50,200,931,501,65.01%,630633951,11.91%,5293.4098
10,9,26,52,75,100,1076,982,52.28%,64141801,12.49%,513.6654
10,9,26,52,75,150,1127,659,63.10%,215156388,11.39%,1889.4931
10,9,26,52,75,200,1000,544,64.77%,1042113135,16.55%,6298.5436
10,9,26,52,100,100,1018,1194,46.02%,26236714,11.35%,231.1088
10,9,26,52,100,150,1102,723,60.38%,180096446,8.90%,2023.4838
10,9,26,52,100,200,982,551,64.06%,1205920675,16.53%,7295.1449
15,9,26,52,0,100,584,393,59.77%,17133301,10.78%,159.0022
15,9,26,52,0,150,583,362,61.69%,15198368,6.33%,240.2437
15,9,26,52,0,200,576,344,62.61%,35284079,11.15%,316.5214
15,9,26,52,25,100,692,496,58.25%,38952252,8.30%,469.2965
15,9,26,52,25,150,707,420,62.73%,33681215,5.18%,649.7670
15,9,26,52,25,200,688,385,64.12%,81176686,7.66%,1059.1341
15,9,26,52,50,100,856,595,58.99%,136970939,8.49%,1612.4989
15,9,26,52,50,150,876,476,64.79%,136853632,5.30%,2583.5271
15,9,26,52,50,200,846,411,67.30%,381427366,10.47%,3642.7683
15,9,26,52,75,100,924,759,54.90%,140070944,9.80%,1428.5729
15,9,26,52,75,150,953,536,64.00%,198350451,10.17%,1950.6245
15,9,26,52,75,200,903,443,67.09%,619896164,13.80%,4491.9383
15,9,26,52,100,100,887,1014,46.66%,54927968,11.94%,460.0951
15,9,26,52,100,150,925,624,59.72%,148030387,13.89%,1066.0200
15,9,26,52,100,200,894,473,65.40%,704522783,13.92%,5061.6211
20,9,26,52,0,100,425,303,58.38%,10543117,5.80%,181.6495
20,9,26,52,0,150,418,292,58.87%,9159349,4.92%,186.1948
20,9,26,52,0,200,421,281,59.97%,13088520,4.98%,262.7606
20,9,26,52,25,100,574,395,59.24%,27556053,5.60%,492.3675
20,9,26,52,25,150,567,370,60.51%,21842206,6.00%,364.1192
20,9,26,52,25,200,558,350,61.45%,34052528,7.53%,452.5124
20,9,26,52,50,100,759,523,59.20%,97346130,6.40%,1520.0647
20,9,26,52,50,150,749,460,61.95%,80004593,5.99%,1335.7918
20,9,26,52,50,200,736,413,64.06%,148155004,7.93%,1867.7528
20,9,26,52,75,100,874,658,57.05%,287116792,7.44%,3860.8013
20,9,26,52,75,150,872,499,63.60%,314124591,7.96%,3945.7354
20,9,26,52,75,200,841,433,66.01%,661751665,8.58%,7715.3291
20,9,26,52,100,100,844,912,48.06%,86128536,9.91%,868.7726
20,9,26,52,100,150,871,553,61.17%,146123181,15.20%,961.6494
20,9,26,52,100,200,850,450,65.38%,374061222,11.51%,3248.5857
END

VETUSDT +9,Ci0501,1h,None,None,2021-01-07,2022-01-07,Total,10,5,2025-10-13 15:02:46
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
2,9,26,52,75,150,1,0,100.00%,1008471,0.00%,0
4,9,26,52,75,150,1206,727,62.39%,609834281789648,24.72%,2471303947.3350
6,9,26,52,75,150,1484,780,65.55%,343477211567,33.46%,1026543.8360
8,9,26,52,75,150,1303,743,63.69%,78845562982,13.89%,567670.2121
10,9,26,52,75,150,1185,657,64.33%,25437411025,16.57%,154038.2881
END

XRPUSDT +9,Ci0501,1h,None,None,2023-08-02,2024-08-01,Total,10,5,2025-10-13 15:02:53
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
2,9,26,52,75,150,9,4,69.23%,1066403,0.84%,127.1896
4,9,26,52,75,150,1199,790,60.28%,229268730091,10.52%,2180313.8592
6,9,26,52,75,150,1449,860,62.75%,902397077,7.93%,11373.2075
8,9,26,52,75,150,1309,757,63.36%,387543804,7.66%,5058.7528
10,9,26,52,75,150,1217,664,64.70%,332361073,7.19%,4623.1412
END

EGLDUSDT +9,Ci0501,1h,None,None,2022-06-27,2023-06-27,Total,10,5,2025-10-13 15:03:01
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
2,9,26,52,75,150,7,2,77.78%,1150611,0.53%,217.9883
4,9,26,52,75,150,1176,736,61.51%,202935866857,13.72%,1479111.9444
6,9,26,52,75,150,1445,877,62.23%,760789589,9.98%,7625.3596
8,9,26,52,75,150,1243,793,61.05%,318068459,10.43%,3050.2022
10,9,26,52,75,150,1145,670,63.09%,570159232,11.12%,5128.3238
END

LRCUSDT +9,Ci0501,1h,None,None,2022-01-24,2023-01-24,Total,10,5,2025-10-13 15:03:11
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
2,9,26,52,75,150,4,2,66.67%,1084841,0.80%,136.1037
4,9,26,52,75,150,1235,708,63.56%,5910325026700,11.28%,52391469.4880
6,9,26,52,75,150,1528,909,62.70%,4433655658,11.27%,39345.0892
8,9,26,52,75,150,1341,793,62.84%,1580746416,15.63%,10112.2533
10,9,26,52,75,150,1214,682,64.03%,1607176567,11.65%,13796.9281
END

UNIUSDT +9,Ci0501,1h,None,None,2022-04-17,2023-04-17,Total,10,5,2025-10-13 15:03:17
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
2,9,26,52,75,150,4,1,80.00%,1069961,0.27%,391.4087
4,9,26,52,75,150,1187,714,62.44%,1409975767638,14.75%,9557921.5428
6,9,26,52,75,150,1525,838,64.54%,3156800806,13.44%,23479.9157
8,9,26,52,75,150,1300,735,63.88%,1186433045,27.10%,4377.7131
10,9,26,52,75,150,1187,618,65.76%,1455075361,25.56%,5693.7125
END

ADAUSDT +9,Ci0501,1h,None,None,2021-04-29,2022-04-29,Total,10,5,2025-10-13 15:03:31
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,1339,780,63.19%,213255722530980,18.53%,1151121090.3600
4,9,26,52,75,150,1222,671,64.55%,59633892406392,22.03%,270685285.5368
5,9,26,52,75,150,1556,771,66.87%,596497168567,23.70%,2517242.0055
6,9,26,52,75,150,1453,777,65.16%,61344710294,38.86%,157846.7769
7,9,26,52,75,150,1373,734,65.16%,24348246883,30.87%,78871.7862
END

AVAXUSDT +9,Ci0501,1h,None,None,2022-11-30,2023-11-30,Total,10,5,2025-10-13 15:03:35
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,1303,853,60.44%,16123058361,5.82%,276002.0892
4,9,26,52,75,150,1142,765,59.88%,9390409861,6.94%,135158.6653
5,9,26,52,75,150,1446,897,61.72%,364265879,6.25%,5825.1001
6,9,26,52,75,150,1390,837,62.42%,129152243,5.18%,2490.5448
7,9,26,52,75,150,1292,776,62.48%,86598116,5.29%,1636.3337
END

SUSHIUSDT +9,Ci0501,1h,None,None,2023-09-28,2024-09-27,Total,10,5,2025-10-13 15:03:39
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,1376,860,61.54%,511421678401,9.18%,5573603.7404
4,9,26,52,75,150,1241,766,61.83%,399040217626,9.03%,4420508.4564
5,9,26,52,75,150,1586,919,63.31%,4381330339,7.63%,56126.0151
6,9,26,52,75,150,1511,894,62.83%,1966335346,6.86%,28114.8852
7,9,26,52,75,150,1443,842,63.15%,1023317180,8.52%,12029.4422
END

ZENUSDT +9,Ci0501,1h,None,None,2022-08-10,2023-08-10,Total,10,5,2025-10-13 15:03:42
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,1301,864,60.09%,271902195494,10.02%,2714277.6456
4,9,26,52,75,150,1158,734,61.21%,176210327489,8.88%,1985253.8425
5,9,26,52,75,150,1442,899,61.60%,2783328146,7.72%,36040.1847
6,9,26,52,75,150,1385,834,62.42%,767478903,5.58%,13763.2277
7,9,26,52,75,150,1284,808,61.38%,414105887,4.94%,8384.4134
END

BCHUSDT +9,Ci0501,1h,None,None,2022-11-27,2023-11-27,Total,10,5,2025-10-13 15:03:45
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,1328,872,60.36%,23795412945,9.25%,257187.4150
4,9,26,52,75,150,1172,793,59.64%,14179987179,8.72%,162659.9787
5,9,26,52,75,150,1474,889,62.38%,425779869,8.12%,5241.6006
6,9,26,52,75,150,1401,864,61.85%,139339586,7.36%,1892.9536
7,9,26,52,75,150,1304,814,61.57%,98398341,7.90%,1245.9175
END

AAVEUSDT +9,Ci0501,1h,None,None,2022-11-13,2023-11-13,Total,10,5,2025-10-13 15:03:48
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,1366,877,60.90%,137218253784,5.85%,2352707.0273
4,9,26,52,75,150,1190,753,61.25%,83991856258,7.33%,1149081.2014
5,9,26,52,75,150,1473,893,62.26%,1584150532,6.20%,25627.9399
6,9,26,52,75,150,1418,863,62.17%,400437472,4.98%,8047.6421
7,9,26,52,75,150,1353,803,62.76%,237309864,4.84%,4907.3813
END

DOGEUSDT +9,Ci0501,1h,None,None,2021-04-29,2022-04-29,Total,10,5,2025-10-13 15:03:51
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,1352,830,61.96%,72282851050525,30.25%,238985604.1030
4,9,26,52,75,150,1190,689,63.33%,38401551649921,29.65%,129526394.4060
5,9,26,52,75,150,1539,806,65.63%,351463577299,22.89%,1535256.5370
6,9,26,52,75,150,1503,761,66.39%,69494599153,33.10%,209931.5259
7,9,26,52,75,150,1438,726,66.45%,31162920968,21.70%,143601.2671
END

XMRUSDT +9,Ci0501,1h,None,None,2024-04-27,2025-04-27,Total,10,5,2025-10-13 15:04:23
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,1318,863,60.43%,1927006066967,11.71%,16462852.3531
END

ENJUSDT +9,Ci0501,1h,None,None,2023-01-22,2024-01-22,Total,10,5,2025-10-13 15:04:27
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,1325,890,59.82%,401053740063,7.13%,5627626.7161
END

NEOUSDT +9,Ci0501,1h,None,None,2023-09-29,2024-09-28,Total,10,5,2025-10-13 15:04:29
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,1369,870,61.14%,1081058197131,10.36%,10434140.8377
END

LTCUSDT +9,Ci0501,1h,None,None,2023-02-26,2024-02-26,Total,10,5,2025-10-13 15:04:32
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,1359,900,60.16%,189298915330,11.30%,1675571.3159
END

XLMUSDT +9,Ci0501,30m,None,None,2023-10-27,2024-10-26,Total,10,5,2025-10-13 15:05:01
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,2809,1784,61.16%,33171231848480,12.89%,257269309.8896
END

BCHUSDT +9,Ci0501,30m,None,None,2022-02-12,2023-02-12,Total,10,5,2025-10-13 15:05:08
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,2597,1783,59.29%,761411074643549,10.65%,7149937693.7764
END

XRPUSDT +9,Ci0501,30m,None,None,2022-01-09,2023-01-09,Total,10,5,2025-10-13 15:10:30
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
3,9,26,52,75,150,1878,4409,29.87%,1214,99.94%,0.0012
END

TRXUSDT +9,Ci0501,30m,None,None,2022-05-18,2023-05-18,Total,10,5,2025-10-13 15:10:58
Cci,Tenkan,Kijun,Senkou,Entry,Exit,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
10,9,26,52,-50,0,1729,3677,31.98%,9036,99.14%,0.0091
10,9,26,52,-50,50,1929,3208,37.55%,12579,98.78%,0.0127
10,9,26,52,-50,100,2143,2785,43.49%,29409,97.26%,0.0303
10,9,26,52,-50,150,2048,2633,43.75%,39265,96.51%,0.0407
10,9,26,52,-50,200,1679,2644,38.84%,32503,97.21%,0.0335
10,9,26,52,-25,0,1827,4255,30.04%,5693,99.51%,0.0057
10,9,26,52,-25,50,1997,3665,35.27%,8747,99.18%,0.0088
10,9,26,52,-25,100,2280,3093,42.43%,20635,98.16%,0.0210
10,9,26,52,-25,150,2212,2811,44.04%,32265,97.33%,0.0332
10,9,26,52,-25,200,1753,2825,38.29%,29822,97.36%,0.0307
10,9,26,52,0,0,2016,4937,28.99%,3255,99.70%,0.0033
10,9,26,52,0,50,2155,4099,34.46%,8328,99.20%,0.0084
10,9,26,52,0,100,2465,3351,42.38%,23429,97.86%,0.0239
10,9,26,52,0,150,2413,2942,45.06%,28242,97.46%,0.0290
10,9,26,52,0,200,1854,2939,38.68%,18940,98.28%,0.0193
10,9,26,52,25,0,1983,4943,28.63%,1994,99.82%,0.0020
10,9,26,52,25,50,2345,4896,32.39%,3414,99.69%,0.0034
10,9,26,52,25,100,2687,3868,40.99%,12856,98.84%,0.0130
10,9,26,52,25,150,2666,3210,45.37%,18978,98.33%,0.0193
10,9,26,52,25,200,1998,3140,38.89%,15427,98.66%,0.0156
10,9,26,52,50,0,2033,5017,28.84%,2102,99.82%,0.0021
10,9,26,52,50,50,2609,6226,29.53%,990,99.91%,0.0010
10,9,26,52,50,100,2999,4606,39.43%,6318,99.50%,0.0064
10,9,26,52,50,150,3004,3646,45.17%,11514,99.19%,0.0116
10,9,26,52,50,200,2180,3459,38.66%,7939,99.37%,0.0080
20,9,26,52,-50,0,676,1220,35.65%,249816,75.00%,0.3334
20,9,26,52,-50,50,716,1146,38.45%,297498,70.22%,0.4240
20,9,26,52,-50,100,743,1098,40.36%,301453,71.49%,0.4221
20,9,26,52,-50,150,751,1079,41.04%,340777,70.12%,0.4864
20,9,26,52,-50,200,718,1098,39.54%,348122,69.01%,0.5049
20,9,26,52,-25,0,840,1834,31.41%,106294,89.36%,0.1191
20,9,26,52,-25,50,918,1655,35.68%,141938,85.79%,0.1656
20,9,26,52,-25,100,987,1533,39.17%,153976,84.59%,0.1822
20,9,26,52,-25,150,987,1494,39.78%,180633,81.92%,0.2207
20,9,26,52,-25,200,916,1524,37.54%,182010,81.78%,0.2228
20,9,26,52,0,0,1058,2607,28.87%,55575,94.47%,0.0588
20,9,26,52,0,50,1167,2164,35.03%,103304,90.03%,0.1147
20,9,26,52,0,100,1272,1931,39.71%,98116,90.49%,0.1084
20,9,26,52,0,150,1271,1845,40.79%,160685,84.46%,0.1903
20,9,26,52,0,200,1156,1867,38.24%,121335,87.87%,0.1381
20,9,26,52,25,0,1209,3030,28.52%,29223,97.32%,0.0300
20,9,26,52,25,50,1485,3058,32.69%,33193,97.18%,0.0342
20,9,26,52,25,100,1688,2492,40.38%,41071,96.22%,0.0427
20,9,26,52,25,150,1654,2320,41.62%,92117,92.05%,0.1001
20,9,26,52,25,200,1453,2344,38.27%,66069,93.96%,0.0703
20,9,26,52,50,0,1323,3450,27.72%,14990,98.63%,0.0152
20,9,26,52,50,50,1734,4637,27.22%,5740,99.49%,0.0058
20,9,26,52,50,100,2048,3336,38.04%,12333,98.81%,0.0125
20,9,26,52,50,150,2073,2851,42.10%,34532,96.90%,0.0356
20,9,26,52,50,200,1746,2815,38.28%,24431,97.74%,0.0250
30,9,26,52,-50,0,218,385,36.15%,782112,26.16%,2.9930
30,9,26,52,-50,50,232,370,38.54%,835691,27.73%,3.0161
30,9,26,52,-50,100,239,361,39.83%,860379,26.05%,3.3061
30,9,26,52,-50,150,237,361,39.63%,874977,22.98%,3.8118
30,9,26,52,-50,200,235,361,39.43%,913521,26.82%,3.4096
30,9,26,52,-25,0,384,813,32.08%,376275,64.63%,0.5827
30,9,26,52,-25,50,407,778,34.35%,452732,54.68%,0.8287
30,9,26,52,-25,100,431,747,36.59%,448439,56.28%,0.7975
30,9,26,52,-25,150,422,750,36.01%,433977,57.37%,0.7572
30,9,26,52,-25,200,406,758,34.88%,424235,59.48%,0.7139
30,9,26,52,0,0,622,1525,28.97%,141343,86.69%,0.1631
30,9,26,52,0,50,667,1398,32.30%,189121,81.09%,0.2332
30,9,26,52,0,100,729,1302,35.89%,206053,80.30%,0.2566
30,9,26,52,0,150,720,1292,35.79%,204592,80.24%,0.2550
30,9,26,52,0,200,680,1302,34.31%,151463,85.07%,0.1781
30,9,26,52,25,0,945,2213,29.92%,77325,93.17%,0.0830
30,9,26,52,25,50,1071,2318,31.60%,69625,93.41%,0.0745
30,9,26,52,25,100,1199,2056,36.84%,110495,89.88%,0.1229
30,9,26,52,25,150,1208,1973,37.98%,127595,88.21%,0.1446
30,9,26,52,25,200,1097,2008,35.33%,87728,91.70%,0.0957
30,9,26,52,50,0,1195,2859,29.48%,36746,96.89%,0.0379
30,9,26,52,50,50,1483,4002,27.04%,13037,98.83%,0.0132
30,9,26,52,50,100,1786,2960,37.63%,60772,94.44%,0.0643
30,9,26,52,50,150,1772,2727,39.39%,59618,94.89%,0.0628
30,9,26,52,50,200,1527,2752,35.69%,41265,96.14%,0.0429
40,9,26,52,-50,0,116,244,32.22%,832921,22.90%,3.6401
40,9,26,52,-50,50,118,239,33.05%,865343,23.90%,3.6243
40,9,26,52,-50,100,122,235,34.17%,882222,22.02%,4.0104
40,9,26,52,-50,150,126,231,35.29%,859310,18.02%,4.7718
40,9,26,52,-50,200,124,233,34.73%,927175,14.96%,6.2043
40,9,26,52,-25,0,260,583,30.84%,618455,38.99%,1.5877
40,9,26,52,-25,50,271,566,32.38%,603012,39.70%,1.5205
40,9,26,52,-25,100,291,544,34.85%,667239,33.55%,1.9908
40,9,26,52,-25,150,290,543,34.81%,641581,37.15%,1.7285
40,9,26,52,-25,200,277,554,33.33%,662853,34.77%,1.9082
40,9,26,52,0,0,462,1203,27.75%,326484,71.52%,0.4565
40,9,26,52,0,50,486,1138,29.93%,329172,67.74%,0.4859
40,9,26,52,0,100,537,1076,33.29%,318492,69.53%,0.4581
40,9,26,52,0,150,539,1066,33.58%,265135,74.30%,0.3569
40,9,26,52,0,200,511,1087,31.98%,228063,78.03%,0.2923
40,9,26,52,25,0,764,1950,28.15%,103938,92.21%,0.1127
40,9,26,52,25,50,823,2045,28.70%,128123,89.50%,0.1432
40,9,26,52,25,100,930,1873,33.18%,141017,88.86%,0.1587
40,9,26,52,25,150,966,1800,34.92%,109120,89.92%,0.1213
40,9,26,52,25,200,894,1825,32.88%,90157,91.45%,0.0986
40,9,26,52,50,0,1129,2775,28.92%,44129,96.26%,0.0458
40,9,26,52,50,50,1301,3646,26.30%,31323,97.23%,0.0322
40,9,26,52,50,100,1571,2889,35.22%,65742,94.72%,0.0694
40,9,26,52,50,150,1574,2690,36.91%,61936,94.32%,0.0657
40,9,26,52,50,200,1435,2694,34.75%,45055,95.83%,0.0470
50,9,26,52,-50,0,87,178,32.83%,1016682,22.09%,4.6062
50,9,26,52,-50,50,84,181,31.70%,1012864,22.12%,4.5834
